id,question,original_question,expected_answer,tipo_inferencia,source_block_index,paragraph_index,source_title,source_url,context_text,context_words,entities,relations,reasoning_path,num_hops,difficulty,requires_ontology,retrieval_scope,dataset_version
4,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",Que associação entre conchas calcárias e estromatólitos caracteriza o principal armazenamento de hidrocarbonetos no pré-sal?,"Conchas calcárias e estromatólitos compõem reservatórios carbonáticos, isto é, unidades porosas capazes de armazenar hidrocarbonetos no pré-sal.",composicional_petrofisica,1,2,Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://petrobras.com.br/pre-sal,"Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.",25,pré-sal | reservatório | reservatórios carbonáticos | hidrocarbonetos | estromatólitos | lagos | Conchas | Mais | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""has_property"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""supports_function"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""supports_function"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_function"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> reservatórios carbonáticos -> hidrocarbonetos -> estromatólitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
4,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",Que associação entre conchas calcárias e estromatólitos caracteriza o principal armazenamento de hidrocarbonetos no pré-sal?,"Conchas calcárias e estromatólitos compõem reservatórios carbonáticos, isto é, unidades porosas capazes de armazenar hidrocarbonetos no pré-sal.",composicional_petrofisica,1,3,Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://petrobras.com.br/pre-sal,Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.,14,pré-sal | reservatório | reservatórios carbonáticos | hidrocarbonetos | estromatólitos | lagos | Conchas | Mais | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""has_property"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""supports_function"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""supports_function"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_function"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> reservatórios carbonáticos -> hidrocarbonetos -> estromatólitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
4,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",Que associação entre conchas calcárias e estromatólitos caracteriza o principal armazenamento de hidrocarbonetos no pré-sal?,"Conchas calcárias e estromatólitos compõem reservatórios carbonáticos, isto é, unidades porosas capazes de armazenar hidrocarbonetos no pré-sal.",composicional_petrofisica,2,1,Geologia do petróleo | Wikipédia,https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo,O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.,19,pré-sal | reservatório | reservatórios carbonáticos | hidrocarbonetos | estromatólitos | lagos | Conchas | Mais | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""has_property"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""supports_function"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""supports_function"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_function"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> reservatórios carbonáticos -> hidrocarbonetos -> estromatólitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
5,"Que ambiente deposicional é sugerido pela associação entre pré-sal, reservatório e petróleo?",Por que as regiões rasas dos antigos lagos são relevantes para interpretar os reservatórios do pré-sal?,"Porque nelas se acumularam conchas calcárias e estromatólitos, que formaram rochas calcárias associadas aos principais reservatórios do pré-sal.",ambiente_deposicional,1,1,Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://petrobras.com.br/pre-sal,"Nas partes mais rasas destes lagos, em grandes ilhas lacustres, surgiram as chamadas conchas calcárias que se acumularam cada vez mais com o passar do tempo.",26,pré-sal | reservatório | petróleo | óleo | estromatólitos | lagos | porosidade | Mais | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_associated_with"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates_environment"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_interpretation"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_interpretation"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_interpretation"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> petróleo -> óleo -> estromatólitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
5,"Que ambiente deposicional é sugerido pela associação entre pré-sal, reservatório e petróleo?",Por que as regiões rasas dos antigos lagos são relevantes para interpretar os reservatórios do pré-sal?,"Porque nelas se acumularam conchas calcárias e estromatólitos, que formaram rochas calcárias associadas aos principais reservatórios do pré-sal.",ambiente_deposicional,1,2,Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://petrobras.com.br/pre-sal,"Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.",25,pré-sal | reservatório | petróleo | óleo | estromatólitos | lagos | porosidade | Mais | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_associated_with"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates_environment"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_interpretation"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_interpretation"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_interpretation"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> petróleo -> óleo -> estromatólitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
5,"Que ambiente deposicional é sugerido pela associação entre pré-sal, reservatório e petróleo?",Por que as regiões rasas dos antigos lagos são relevantes para interpretar os reservatórios do pré-sal?,"Porque nelas se acumularam conchas calcárias e estromatólitos, que formaram rochas calcárias associadas aos principais reservatórios do pré-sal.",ambiente_deposicional,1,3,Pré-sal: mergulhe nessa jornada ultraprofunda | Petrobras,https://petrobras.com.br/pre-sal,Tanto as conchas calcárias quanto as rochas calcárias compõem os principais reservatórios do pré-sal.,14,pré-sal | reservatório | petróleo | óleo | estromatólitos | lagos | porosidade | Mais | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_associated_with"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates_environment"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_interpretation"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_interpretation"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_interpretation"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> petróleo -> óleo -> estromatólitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
5,"Que ambiente deposicional é sugerido pela associação entre pré-sal, reservatório e petróleo?",Por que as regiões rasas dos antigos lagos são relevantes para interpretar os reservatórios do pré-sal?,"Porque nelas se acumularam conchas calcárias e estromatólitos, que formaram rochas calcárias associadas aos principais reservatórios do pré-sal.",ambiente_deposicional,2,1,Sistema petrolífero | Wikipédia,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,"A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%.",29,pré-sal | reservatório | petróleo | óleo | estromatólitos | lagos | porosidade | Mais | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_associated_with"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates_environment"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_interpretation"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_interpretation"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_interpretation"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> petróleo -> óleo -> estromatólitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
5,"Que ambiente deposicional é sugerido pela associação entre pré-sal, reservatório e petróleo?",Por que as regiões rasas dos antigos lagos são relevantes para interpretar os reservatórios do pré-sal?,"Porque nelas se acumularam conchas calcárias e estromatólitos, que formaram rochas calcárias associadas aos principais reservatórios do pré-sal.",ambiente_deposicional,2,2,Sistema petrolífero | Wikipédia,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero,"Geralmente são compostas por granulometria de areia a seixo como arenitos, calcarenitos ou conglomerados.",14,pré-sal | reservatório | petróleo | óleo | estromatólitos | lagos | porosidade | Mais | Tanto,"[{""head"": ""pré-sal"", ""relation"": ""is_associated_with"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates_environment"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_interpretation"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_interpretation"", ""tail"": ""estromatólitos""}, {""head"": ""estromatólitos"", ""relation"": ""supports_interpretation"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_interpretation"", ""tail"": ""selo geológico""}]",pré-sal -> reservatório -> petróleo -> óleo -> estromatólitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
6,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",Qual material sedimentar indica a origem lacustre dos reservatórios carbonáticos da Bacia de Santos?,"As fácies carbonáticas lacustres, incluindo coquinas, laminitos e estromatólitos, indicam origem lacustre para os reservatórios do pré-sal da Bacia de Santos.",composicional_petrofisica,1,1,Estratigrafia e modelos deposicionais carbonáticos do Pré-sal da Bacia de Santos | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,Campos gigantes e supergigantes de alta produtividade na seção Pré-sal da Bacia de Santos são constituídos predominantemente por fácies carbonáticas lacustres e selados por espessa camada de evaporitos.,28,Bacia de Santos | pré-sal | Formação Barra Velha | Formação Itapema | evaporitos | reservatório | reservatórios carbonáticos | carbonáticas | coquinas,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""pré-sal""}, {""head"": ""pré-sal"", ""relation"": ""has_property"", ""tail"": ""Formação Barra Velha""}, {""head"": ""Formação Barra Velha"", ""relation"": ""supports_function"", ""tail"": ""Formação Itapema""}, {""head"": ""Formação Itapema"", ""relation"": ""supports_function"", ""tail"": ""evaporitos""}, {""head"": ""evaporitos"", ""relation"": ""supports_function"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""selo geológico""}]",Bacia de Santos -> pré-sal -> Formação Barra Velha -> Formação Itapema -> evaporitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
6,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",Qual material sedimentar indica a origem lacustre dos reservatórios carbonáticos da Bacia de Santos?,"As fácies carbonáticas lacustres, incluindo coquinas, laminitos e estromatólitos, indicam origem lacustre para os reservatórios do pré-sal da Bacia de Santos.",composicional_petrofisica,1,2,Estratigrafia e modelos deposicionais carbonáticos do Pré-sal da Bacia de Santos | Universidade Petrobras,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16,"Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",49,Bacia de Santos | pré-sal | Formação Barra Velha | Formação Itapema | evaporitos | reservatório | reservatórios carbonáticos | carbonáticas | coquinas,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""pré-sal""}, {""head"": ""pré-sal"", ""relation"": ""has_property"", ""tail"": ""Formação Barra Velha""}, {""head"": ""Formação Barra Velha"", ""relation"": ""supports_function"", ""tail"": ""Formação Itapema""}, {""head"": ""Formação Itapema"", ""relation"": ""supports_function"", ""tail"": ""evaporitos""}, {""head"": ""evaporitos"", ""relation"": ""supports_function"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""selo geológico""}]",Bacia de Santos -> pré-sal -> Formação Barra Velha -> Formação Itapema -> evaporitos -> baixa permeabilidade -> selo geológico,4,hard,True,multi_document,graphrag
