id,question,original_question,context,expected_answer,tipo_inferencia,entities,relations,reasoning_path,num_hops,answer_type,difficulty,requires_ontology,retrieval_scope,source
29,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",Que papel desempenha a halita na arquitetura do pré-sal descrita pelo SGB?,"Essa espessa camada de sal, formada principalmente de halita (cloreto de sódio, ou seja, o sal que usamos na comida) e anidrita (sulfato de cálcio) é uma barreira que se formou diretamente sobre a rocha geradora, impedindo que, neste caso, o petróleo migrasse. Seu precipitado gera depósitos de cloretos, sulfatos, boratos e carbonatos.","A halita compõe a espessa camada de sal que funciona como barreira, impedindo a migração do petróleo.",composicional_petrofisica,pré-sal | camada de sal | halita | anidrita | barreira | rocha geradora | petróleo | óleo | carbonatos,"[{""head"": ""pré-sal"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""has_property"", ""tail"": ""halita""}, {""head"": ""halita"", ""relation"": ""supports_function"", ""tail"": ""anidrita""}, {""head"": ""anidrita"", ""relation"": ""supports_function"", ""tail"": ""barreira""}, {""head"": ""barreira"", ""relation"": ""supports_function"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_function"", ""tail"": ""selo geológico""}]",pré-sal -> camada de sal -> halita -> anidrita -> barreira -> baixa permeabilidade -> selo geológico,4,composition_property,hard,True,multi_document,https://www.sgb.gov.br/petroleo-do-pre-sal | https://pt.wikipedia.org/wiki/Evaporito
30,Que papel geológico deve ser atribuído a camada de sal quando as evidências são relacionadas?,"Qual entidade deve ser associada ao fechamento de acumulações quando se combinam sal, baixa permeabilidade e reservatório?","As rochas selantes são rochas de baixa permeabilidade, como folhelhos, siltitos e calciculitos, de forma que impedem o escape dos fluidos da rocha reservatório. Geralmente estas rochas situam-se acima do reservatório. Folhelhos e camadas de sal são rochas capeadoras comuns.","A rocha selante, no caso representada pela camada de sal/evaporitos, deve ser associada ao fechamento das acumulações.",ontologica_entidade_funcao,camada de sal | evaporitos | rocha selante | reservatório | fluido | permeabilidade | Geralmente | Folhelhos,"[{""head"": ""camada de sal"", ""relation"": ""is_type_of"", ""tail"": ""evaporitos""}, {""head"": ""evaporitos"", ""relation"": ""has_function"", ""tail"": ""rocha selante""}, {""head"": ""rocha selante"", ""relation"": ""supports_role"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_role"", ""tail"": ""fluido""}, {""head"": ""fluido"", ""relation"": ""supports_role"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_role"", ""tail"": ""selo geológico""}]",camada de sal -> evaporitos -> rocha selante -> reservatório -> fluido -> baixa permeabilidade -> selo geológico,4,interpretive_answer,hard,True,multi_document,https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero | https://www.sgb.gov.br/petroleo
31,Que interpretação espacial pode ser obtida ao conectar Formação Barra Velha com Formação Itapema?,Como os carbonatos lacustres do Aptiano se relacionam aos altos do embasamento?,"As rochas carbonáticas do Aptiano, andar local Alagoas, são depósitos autóctones bioquímicos representados por laminitos e arbustos fasciculares (estromatolitos) que se depositaram em condições alcalinas, sobre altos herdados do embasamento e em contexto de subsidência térmica flexural com menor influência de falhas. Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos.","Eles se depositaram sobre altos herdados do embasamento, indicando controle da paleotopografia na distribuição dos reservatórios carbonáticos.",espacial_deposicional,Formação Barra Velha | Formação Itapema | reservatório | reservatórios carbonáticos | carbonatos | carbonáticas | estromatólitos | bivalves | rudstones,"[{""head"": ""Formação Barra Velha"", ""relation"": ""is_located_in"", ""tail"": ""Formação Itapema""}, {""head"": ""Formação Itapema"", ""relation"": ""influences_deposition"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_interpretation"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""supports_interpretation"", ""tail"": ""carbonatos""}, {""head"": ""carbonatos"", ""relation"": ""supports_interpretation"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""supports_interpretation"", ""tail"": ""relação entre unidades""}]",Formação Barra Velha -> Formação Itapema -> reservatório -> reservatórios carbonáticos -> carbonatos -> posição espacial -> relação entre unidades,4,spatial_relation,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23
32,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, pós-sal e camada de sal?",Por que o pré-sal deve ser interpretado como unidade mais profunda e mais antiga que o pós-sal?,"O que se chama de pré-sal são as rochas sedimentares que existem abaixo da uma camada de sal com até 2.000 m de espessura, que se estende por uma grande extensão. O prefixo pré-, portanto, refere-se ao tempo, não ao espaço. Tais formações encontram-se a distâncias de cerca de 300 quilômetros da costa brasileira, em profundidades de aproximadamente 5 mil metros, sendo 2 mil de lâmina d’água, mil metros de sedimentos e outros 2 mil de sal.","Porque está abaixo da camada de sal e corresponde a rochas formadas antes das unidades superiores; nesse caso, pré- indica tempo geológico.",temporal_estratigrafica,pré-sal | pós-sal | camada de sal | Tais,"[{""head"": ""pré-sal"", ""relation"": ""precedes_or_underlies"", ""tail"": ""pós-sal""}, {""head"": ""pós-sal"", ""relation"": ""indicates"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""supports"", ""tail"": ""Tais""}, {""head"": ""Tais"", ""relation"": ""supports"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports"", ""tail"": ""selo geológico""}, {""head"": ""selo geológico"", ""relation"": ""supports"", ""tail"": ""retenção de hidrocarbonetos""}]",pré-sal -> pós-sal -> camada de sal -> Tais -> baixa permeabilidade -> selo geológico -> retenção de hidrocarbonetos,4,temporal_relation,hard,False,multi_document,https://www.sgb.gov.br/petroleo-do-pre-sal | https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos
33,Que papel geológico deve ser atribuído a pré-sal quando as evidências são relacionadas?,Que elemento do sistema petrolífero está implícito na expressão 'proteção que impedia que o petróleo escapasse'?,"Por causa do clima árido daquele tempo, a evaporação intensa da água marinha provocou a acumulação de sais, o que criou a camada do pré-sal, uma espécie de proteção que impedia que o petróleo 'escapasse' e chegasse à superfície. As rochas selantes são rochas de baixa permeabilidade, como folhelhos, siltitos e calciculitos, de forma que impedem o escape dos fluidos da rocha reservatório.","Está implícito o elemento selo ou rocha selante, representado pela camada salina que impede o escape do petróleo.",ontologica_entidade_funcao,pré-sal | selo | rocha selante | reservatório | petróleo | óleo | pressão | fluido | permeabilidade,"[{""head"": ""pré-sal"", ""relation"": ""is_type_of"", ""tail"": ""selo""}, {""head"": ""selo"", ""relation"": ""has_function"", ""tail"": ""rocha selante""}, {""head"": ""rocha selante"", ""relation"": ""supports_role"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_role"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""supports_role"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""supports_role"", ""tail"": ""selo geológico""}]",pré-sal -> selo -> rocha selante -> reservatório -> petróleo -> baixa permeabilidade -> selo geológico,4,entity_role,hard,True,multi_document,https://petrobras.com.br/pre-sal | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
34,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual associação geológica torna a Bacia de Santos uma província petrolífera expressiva?,Qual associação geológica torna a Bacia de Santos uma província petrolífera expressiva?,"Em uma região de águas ultraprofundas, ocorre o desenvolvimento de reservatórios carbonáticos abaixo de uma camada de sal com até dois quilômetros de espessura, conhecida como pré-sal, caracterizando uma das maiores províncias de petróleo do mundo, apresentando acumulações de óleo pesado, óleo leve e gás não associado. O pré-sal da Bacia de Santos, que se estende por uma área de 149 mil quilômetros quadrados, possui algumas das maiores reservas de petróleo do país.","A associação entre reservatórios carbonáticos, cobertura salina espessa e acumulações de óleo e gás torna a Bacia de Santos uma província petrolífera expressiva.",interpretativa,Bacia de Santos | pré-sal | camada de sal | reservatório | reservatórios carbonáticos | petróleo | óleo | gás | Bacia,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_related_to"", ""tail"": ""pré-sal""}, {""head"": ""pré-sal"", ""relation"": ""supports"", ""tail"": ""camada de sal""}, {""head"": ""camada de sal"", ""relation"": ""indicates"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""indicates"", ""tail"": ""baixa permeabilidade""}, {""head"": ""baixa permeabilidade"", ""relation"": ""indicates"", ""tail"": ""selo geológico""}]",Bacia de Santos -> pré-sal -> camada de sal -> reservatório -> reservatórios carbonáticos -> baixa permeabilidade -> selo geológico,4,interpretive_answer,hard,True,multi_document,https://comunicabaciadesantos.petrobras.com.br/quem-somos | https://comunicabaciadesantos.petrobras.com.br/pre-sal-bacia-de-santos
35,"Que interpretação temporal pode ser obtida ao relacionar pré-sal, rochas geradoras e óleo?",Que processo liga a separação continental à formação de rochas geradoras no pré-sal?,"O pré-sal são rochas sedimentares que foram formadas há mais de 100 milhões de anos com a separação dos atuais continentes sul-americano e africano. Com essa separação, surgiram grandes depressões que deram origem a diversos lagos, que mais tarde foram conectados aos oceanos. Nas regiões mais profundas destes lagos começaram a acumular grandes quantidades de matéria orgânica de algas microscópicas. Esta matéria orgânica, misturada a sedimentos, formou o que são as rochas que geram o óleo e o gás do pré-sal. A Geodinâmica é a ciência que investiga a dinâmica da Terra buscando entender todos os processos geológicos envolvidos na sua transformação ao longo do tempo geológico e na geração de recursos naturais como minério, óleo e gás.","A separação continental gerou depressões lacustres; nelas, matéria orgânica acumulada em regiões profundas foi incorporada aos sedimentos e formou rochas geradoras.",temporal_estratigrafica,pré-sal | rochas geradoras | óleo | gás | matéria orgânica | algas microscópicas | lagos | Geodinâmica | Terra,"[{""head"": ""pré-sal"", ""relation"": ""precedes_or_underlies"", ""tail"": ""rochas geradoras""}, {""head"": ""rochas geradoras"", ""relation"": ""indicates"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports"", ""tail"": ""gás""}, {""head"": ""gás"", ""relation"": ""supports"", ""tail"": ""matéria orgânica""}, {""head"": ""matéria orgânica"", ""relation"": ""supports"", ""tail"": ""rocha geradora""}, {""head"": ""rocha geradora"", ""relation"": ""supports"", ""tail"": ""geração de hidrocarbonetos""}]",pré-sal -> rochas geradoras -> óleo -> gás -> matéria orgânica -> rocha geradora -> geração de hidrocarbonetos,4,temporal_relation,hard,False,multi_document,https://petrobras.com.br/pre-sal | https://www.sgb.gov.br/geologia
36,Que unidade ou entidade estratigráfica conecta Bacia de Santos à interpretação apresentada nas evidências?,Que formações concentram os reservatórios carbonáticos identificados no Campo de Mero?,"O Campo de Mero é uma importante área petrolífera na porção setentrional da Bacia de Santos. À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos.",As Formações Barra Velha e Itapema concentram os reservatórios carbonáticos identificados no Campo de Mero.,entidade_estratigrafica,Bacia de Santos | Campo de Mero | reservatório | reservatórios carbonáticos | hidrocarbonetos | óleo | Campo | As Formações Barra Velha | Itapema,"[{""head"": ""Bacia de Santos"", ""relation"": ""belongs_to"", ""tail"": ""Campo de Mero""}, {""head"": ""Campo de Mero"", ""relation"": ""contains_or_relates_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_interpretation"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""supports_interpretation"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""supports_interpretation"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""supports_interpretation"", ""tail"": ""relação geológica""}]",Bacia de Santos -> Campo de Mero -> reservatório -> reservatórios carbonáticos -> hidrocarbonetos -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo
37,Como as evidências disponíveis permitem reinterpretar a pergunta: Qual interpretação explica a diferença entre o W735 e os poços 2-ANP-2A-RJS e W731 no Campo de Mero?,Qual interpretação explica a diferença entre o W735 e os poços 2-ANP-2A-RJS e W731 no Campo de Mero?,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. No entanto, o segundo poço perfurado, o W735, localiza- do em seu compartimento central, identificou fluido e regime de pressão diferentes daqueles observados nos poços 2-ANP-2A-RJS e W731, configurando uma compartimentação importante na área e direcionando o Plano de Avaliação para a porção NW do bloco. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",A diferença de fluido e regime de pressão indica compartimentação do reservatório na área de Mero.,interpretativa,Campo de Mero | Libra | W735 | W731 | 2-ANP-2A-RJS | reservatório | hidrocarbonetos | compartimentação | pressão,"[{""head"": ""Campo de Mero"", ""relation"": ""is_related_to"", ""tail"": ""Libra""}, {""head"": ""Libra"", ""relation"": ""supports"", ""tail"": ""W735""}, {""head"": ""W735"", ""relation"": ""indicates"", ""tail"": ""W731""}, {""head"": ""W731"", ""relation"": ""indicates"", ""tail"": ""2-ANP-2A-RJS""}, {""head"": ""2-ANP-2A-RJS"", ""relation"": ""indicates"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""indicates"", ""tail"": ""relação geológica""}]",Campo de Mero -> Libra -> W735 -> W731 -> 2-ANP-2A-RJS -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo
38,Que interpretação espacial pode ser obtida ao conectar Libra com W731?,Que evidência sugere continuidade de reservatórios na porção noroeste da estrutura de Libra?,"O primeiro poço perfurado na área, após a assinatura do contrato, foi o W731, que confirmou a continuidade dos reservatórios identificados no poço 2-ANP-2A-RJS, na porção Noroeste (NW) da estrutura de Libra. A condição para o armazenamento do petróleo nas rochas reservatório é a porosidade de tais rochas, que variam de 5% a 35%, tendo em média de 15% a 30%.",A confirmação pelo poço W731 dos reservatórios já identificados no 2-ANP-2A-RJS sugere continuidade na porção noroeste da estrutura de Libra.,espacial,Libra | W731 | 2-ANP-2A-RJS | reservatório | petróleo | óleo | porosidade | ANP-2A-RJS | Noroeste,"[{""head"": ""Libra"", ""relation"": ""is_related_to"", ""tail"": ""W731""}, {""head"": ""W731"", ""relation"": ""supports"", ""tail"": ""2-ANP-2A-RJS""}, {""head"": ""2-ANP-2A-RJS"", ""relation"": ""indicates"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates"", ""tail"": ""petróleo""}, {""head"": ""petróleo"", ""relation"": ""indicates"", ""tail"": ""posição espacial""}, {""head"": ""posição espacial"", ""relation"": ""indicates"", ""tail"": ""relação entre unidades""}]",Libra -> W731 -> 2-ANP-2A-RJS -> reservatório -> petróleo -> posição espacial -> relação entre unidades,4,spatial_relation,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Sistema_petrol%C3%ADfero
39,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de pré-sal?",Que característica torna o Campo de Mero diferente de outras acumulações do pré-sal?,"Dentre estes o arcabouço estrutural complexo, a ocorrência de rochas ígneas intercaladas aos reservatórios carbonáticos e a presença de hidrocarboneto com alto de teor de CO2. Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas.",A presença de rochas ígneas intercaladas aos reservatórios carbonáticos e hidrocarboneto com alto teor de CO2 torna Mero particular.,composicional_petrofisica,pré-sal | Campo de Mero | reservatório | reservatórios carbonáticos | Campo | Mero | Dentre,"[{""head"": ""pré-sal"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""Campo de Mero""}, {""head"": ""Campo de Mero"", ""relation"": ""has_property"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_function"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""supports_function"", ""tail"": ""Campo""}, {""head"": ""Campo"", ""relation"": ""supports_function"", ""tail"": ""composição litológica""}, {""head"": ""composição litológica"", ""relation"": ""supports_function"", ""tail"": ""propriedade petrofísica""}]",pré-sal -> Campo de Mero -> reservatório -> reservatórios carbonáticos -> Campo -> composição litológica -> propriedade petrofísica,4,composition_property,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23
40,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de reservatório?",Que propriedade justifica classificar os carbonatos de Mero como reservatórios?,"À época foram constatados reservatórios carbonáticos, pertencentes às Formações Barra Velha e Itapema, com excelentes qualidades permoporosa e uma coluna de óleo de cerca de 300 m. O reservatório é uma unidade litológica porosa e permeável ou conjunto de unidade que retém as reservas de hidrocarbonetos. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).","As excelentes qualidades permoporosas indicam capacidade de armazenar e transmitir fluidos, compatível com a função de reservatório.",composicional_petrofisica,reservatório | reservatórios carbonáticos | hidrocarbonetos | óleo | carbonatos | fluido | porosidade | permeabilidade | qualidades permoporosas,"[{""head"": ""reservatório"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""has_property"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""supports_function"", ""tail"": ""óleo""}, {""head"": ""óleo"", ""relation"": ""supports_function"", ""tail"": ""carbonatos""}, {""head"": ""carbonatos"", ""relation"": ""supports_function"", ""tail"": ""composição litológica""}, {""head"": ""composição litológica"", ""relation"": ""supports_function"", ""tail"": ""propriedade petrofísica""}]",reservatório -> reservatórios carbonáticos -> hidrocarbonetos -> óleo -> carbonatos -> composição litológica -> propriedade petrofísica,4,composition_property,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/22 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo
41,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?",Qual unidade de Búzios é associada a rudstones e grainstones de bivalves nos altos estruturais?,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Depósitos bioclásticos de moluscos bivalves do Barremiano/Aptiano, denominados coquinas do andar local Jiquiá, ocorrem sobre blocos altos falhados, formados durante a tectônica rifte, em morfologias herdadas do embasamento, intercalados com fácies ricas em matéria orgânica em camadas conformantes contínuas nos baixos adjacentes, em ambiente de água doce a salobra.",A Formação Itapema é associada a rudstones e grainstones de bivalves nos altos estruturais de Búzios.,composicional_petrofisica,Bacia de Santos | Formação Barra Velha | Formação Itapema | reservatório | carbonáticas | coquinas | estromatólitos | bivalves | rudstones,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""Formação Barra Velha""}, {""head"": ""Formação Barra Velha"", ""relation"": ""has_property"", ""tail"": ""Formação Itapema""}, {""head"": ""Formação Itapema"", ""relation"": ""supports_function"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_function"", ""tail"": ""carbonáticas""}, {""head"": ""carbonáticas"", ""relation"": ""supports_function"", ""tail"": ""composição litológica""}, {""head"": ""composição litológica"", ""relation"": ""supports_function"", ""tail"": ""propriedade petrofísica""}]",Bacia de Santos -> Formação Barra Velha -> Formação Itapema -> reservatório -> carbonáticas -> composição litológica -> propriedade petrofísica,4,composition_property,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/16
42,"Que relação entre composição, propriedade e função geológica pode ser inferida a partir de Bacia de Santos?","Qual unidade de Búzios é associada a estromatólitos, grainstones intraclásticos e esferulititos?","Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Nos altos estruturais, a Formação Itapema é composta majoritariamente por rudstones e grainstones de bivalves e a Formação Barra Velha, por estromatólitos, grainstones intraclásticos e esferulititos. Mais pra frente, essas conchas 'ganharam a companhia' de depósitos de estromatólitos, que nada mais são do que tipos de algas que formam rochas calcárias.","A Formação Barra Velha é associada a estromatólitos, grainstones intraclásticos e esferulititos.",composicional_petrofisica,Bacia de Santos | Formação Barra Velha | Formação Itapema | reservatório | carbonáticas | estromatólitos | bivalves | rudstones | grainstones,"[{""head"": ""Bacia de Santos"", ""relation"": ""is_composed_of_or_related_to"", ""tail"": ""Formação Barra Velha""}, {""head"": ""Formação Barra Velha"", ""relation"": ""has_property"", ""tail"": ""Formação Itapema""}, {""head"": ""Formação Itapema"", ""relation"": ""supports_function"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports_function"", ""tail"": ""carbonáticas""}, {""head"": ""carbonáticas"", ""relation"": ""supports_function"", ""tail"": ""composição litológica""}, {""head"": ""composição litológica"", ""relation"": ""supports_function"", ""tail"": ""propriedade petrofísica""}]",Bacia de Santos -> Formação Barra Velha -> Formação Itapema -> reservatório -> carbonáticas -> composição litológica -> propriedade petrofísica,4,composition_property,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://petrobras.com.br/pre-sal
43,Como as evidências disponíveis permitem reinterpretar a pergunta: Por que os modelos geocelulares são relevantes para interpretar o Campo de Búzios?,Por que os modelos geocelulares são relevantes para interpretar o Campo de Búzios?,"Para que esses depósitos sejam representados, são construídos modelos geocelulares faciológicos e petrofísicos, que posteriormente são empregados na simulação de fluxo de fluidos e avaliação volumétrica. A análise de reservatórios no mais simples nível requer uma avaliação da sua porosidade (para calcular o volume de hidrocarbonetos in situ) e sua permeabilidade (para calcular quão facilmente os hidrocarbonetos irão fluir fora dele).",Eles representam depósitos faciológicos e petrofísicos e são usados para simular fluxo de fluidos e avaliar volumes no campo.,interpretativa,Campo de Búzios | reservatório | hidrocarbonetos | fluido | porosidade | permeabilidade | Campo | Eles | Para,"[{""head"": ""Campo de Búzios"", ""relation"": ""is_related_to"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""supports"", ""tail"": ""hidrocarbonetos""}, {""head"": ""hidrocarbonetos"", ""relation"": ""indicates"", ""tail"": ""fluido""}, {""head"": ""fluido"", ""relation"": ""indicates"", ""tail"": ""porosidade""}, {""head"": ""porosidade"", ""relation"": ""indicates"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""indicates"", ""tail"": ""relação geológica""}]",Campo de Búzios -> reservatório -> hidrocarbonetos -> fluido -> porosidade -> evidência textual -> relação geológica,4,interpretive_answer,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://pt.wikipedia.org/wiki/Geologia_do_petr%C3%B3leo
44,Como as evidências disponíveis permitem reinterpretar a pergunta: Que conjunto de dados é necessário para caracterizar os reservatórios carbonáticos de Búzios?,Que conjunto de dados é necessário para caracterizar os reservatórios carbonáticos de Búzios?,"Os desafios de caracterização desses reservatórios envolvem a integração dos estudos de sísmica, dados de poços, petrografia, interpretações de processos deposicionais e diagenéticos, assim como os resultados de testes de produtividade e injetividades das rochas. Tem como foco principal os estudos relacionados à evolução das bacias sedimentares, cuja compreensão requer estudos multidisciplinares de sedimentologia, estratigrafia, paleontologia, geofísica, geologia estrutural e geocronologia.","A caracterização requer integração de sísmica, dados de poços, petrografia, processos deposicionais e diagenéticos e testes de produtividade/injetividade.",interpretativa,reservatório | reservatórios carbonáticos | estratigrafia,"[{""head"": ""reservatório"", ""relation"": ""is_related_to"", ""tail"": ""reservatórios carbonáticos""}, {""head"": ""reservatórios carbonáticos"", ""relation"": ""supports"", ""tail"": ""estratigrafia""}, {""head"": ""estratigrafia"", ""relation"": ""indicates"", ""tail"": ""evidência textual""}, {""head"": ""evidência textual"", ""relation"": ""indicates"", ""tail"": ""relação geológica""}, {""head"": ""relação geológica"", ""relation"": ""indicates"", ""tail"": ""interpretação inferencial""}]",reservatório -> reservatórios carbonáticos -> estratigrafia -> evidência textual -> relação geológica -> interpretação inferencial,3,interpretive_answer,medium,True,multi_passage,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://www.sgb.gov.br/geologia
45,"Que interpretação temporal pode ser obtida ao relacionar Bacia de Santos, reservatório e carbonatos?",Qual interpretação conecta idade aptiana e rifteamento oblíquo aos reservatórios de Búzios?,"Os reservatórios são rochas carbonáticas de origem lacustre (idade aptiana), depositadas durante o rifteamento oblíquo de abertura da Bacia de Santos e compreende às formações Itapema (Sequência K38) e Barra Velha (Sequências K44 e K46/K48). Formada há mais de 130 milhões de anos, após o início da separação de América do Sul e África, a Bacia de Santos é uma típica bacia sedimentar de margem atlântica, apresentando, porém, uma evolução geológica diferente das bacias de Campos e Pelotas, localizadas respectivamente a norte e sul.",Os reservatórios de Búzios são carbonatos lacustres aptianos depositados durante o rifteamento oblíquo de abertura da Bacia de Santos.,temporal_estratigrafica,Bacia de Santos | reservatório | carbonatos | carbonáticas | rifteamento | Búzios | Bacia | Santos | Itapema,"[{""head"": ""Bacia de Santos"", ""relation"": ""precedes_or_underlies"", ""tail"": ""reservatório""}, {""head"": ""reservatório"", ""relation"": ""indicates"", ""tail"": ""carbonatos""}, {""head"": ""carbonatos"", ""relation"": ""supports"", ""tail"": ""carbonáticas""}, {""head"": ""carbonáticas"", ""relation"": ""supports"", ""tail"": ""rifteamento""}, {""head"": ""rifteamento"", ""relation"": ""supports"", ""tail"": ""posição estratigráfica""}, {""head"": ""posição estratigráfica"", ""relation"": ""supports"", ""tail"": ""idade relativa""}]",Bacia de Santos -> reservatório -> carbonatos -> carbonáticas -> rifteamento -> posição estratigráfica -> idade relativa,4,temporal_relation,hard,True,multi_document,https://publicacoesup.petrobras.com.br/peld/catalog/book/12/chapter/23 | https://comunicabaciadesantos.petrobras.com.br/quem-somos
